real_project,p_typo,typosquat,namesquat,harmful,mal_code_file
zope-proxy,zopeproxy,True,False,False,
zope-hookable,zopehookable,True,False,False,
ml-metadata,mlmetadata,True,False,False,
zope-deferredimport,zopedeferredimport,True,False,False,
pytest-shard,pytestshard,True,False,False,
cmudict,cmddict,True,False,False,
cmudict,cmdict,True,False,False,
locket,locker,True,False,False,
locket,pocket,True,False,False,
locket,lockex,True,False,False,
validators,validador,True,False,False,
validators,pyvalidators,True,False,False,
validators,validations,True,False,False,
validators,validater,True,False,False,
fbprophet,pmprophet,True,False,False,
uvicorn,uvicore,True,False,False,
google-cloud-videointelligence,googlecloudvideointelligence,True,False,False,
azure-mgmt-managementgroups,azuremgmtmanagementgroups,True,False,False,
korean-lunar-calendar,koreanlunarcalendar,True,False,False,
hyperopt,hyperjet,True,False,False,
hyperopt,hyperkit,True,False,False,
hyperopt,hieropt,True,False,False,
hyperopt,hypebot,True,False,False,
hyperopt,typeopt,True,False,False,
dicttoxml,dicttool,True,False,False,
jinja2-time,jinja2time,True,False,False,
requests-futures,requestsfutures,True,False,False,
pkgconfig,bgconfig,True,False,False,
pkgconfig,okconfig,True,False,False,
pkgconfig,py-config,True,False,False,
pkgconfig,jgconfig,True,False,False,
compound-word-splitter,compoundwordsplitter,True,False,False,
azure-mgmt-policyinsights,azuremgmtpolicyinsights,True,False,False,
poyo,poo,True,False,False,
poyo,pomo,True,False,False,
poyo,proyo,True,False,False,
poyo,polo,True,False,False,
poyo,pyyo,True,False,False,
typing-inspect,typinginspect,True,False,False,
azure-mgmt-signalr,azuremgmtsignalr,True,False,False,
gapic-google-cloud-logging-v2,grpc-google-cloud-logging-v2,True,False,False,
azure-mgmt-datamigration,azuremgmtdatamigration,True,False,False,
scikit-optimize,scikitoptimize,True,False,False,
dj-database-url,djdatabaseurl,True,False,False,
clickhouse-driver,clickhousedriver,True,False,False,
urltools,umitools,True,False,False,
urltools,crftools,True,False,False,
urltools,daltools,True,False,False,
urltools,mltools,True,False,False,
urltools,retools,True,False,False,
urltools,jrstools,True,False,False,
urltools,dsltools,True,False,False,
urltools,uvitools,True,False,False,
urltools,grstools,True,False,False,
urltools,dltools,True,False,False,
urltools,cltools,True,False,False,
urltools,ulstools,True,False,False,
urltools,tltools,True,False,False,
urltools,qrtools,True,False,False,
urltools,utiltools,True,False,False,
urltools,srctools,True,False,False,
urltools,upctools,True,False,False,
urltools,irtools,True,False,False,
urltools,brtools,True,False,False,
urltools,uritool,True,False,False,
urltools,saltools,True,False,False,
urltools,rltools,True,False,False,
azure-mgmt-maps,azuremgmtmaps,True,False,False,
mongoengine,mangoengine,True,False,False,
bitarray,fitsarray,True,False,False,
bitarray,bittray,True,False,False,
awscli-cwlogs,awsclicwlogs,True,False,False,
repoze-lru,repozelru,True,False,False,
python-augeas,pythonaugeas,True,False,False,
azure-servicemanagement-legacy,azureservicemanagementlegacy,True,False,False,
flask-swagger,flask-swaggerui,True,False,False,
flask-swagger,flaskswagger,True,False,False,
flask-swagger,flask-dswagger,True,False,False,
launcher,rancher,True,False,False,
launcher,qllauncher,True,False,False,
launcher,launch,True,False,False,
launcher,launchr,True,False,False,
flower,flozer,True,False,False,
flower,flowser,True,False,False,
cmd2,cmds,True,False,False,
cmd2,cmd3,True,False,False,
cmd2,cmdq,True,False,False,
cmd2,cmdr,True,False,False,
cliff,cdiff,True,False,False,
cliff,clifi,True,False,False,
requests-ntlm,requestsntlm,True,False,False,
geopandas,espandas,True,False,False,
flask-openid,flaskopenid,True,False,False,
azure-servicefabric,azureservicefabric,True,False,False,
google-cloud-kms,googlecloudkms,True,False,False,
tablib,ta-lib,True,False,False,
tablib,fablib,True,False,False,
tablib,talib,True,False,False,
pyelftools,pycltools,True,False,False,
pyelftools,pygltools,True,False,False,
debtcollector,webcollector,True,False,False,
asyncio,asynco,True,False,False,
certbot-apache,certbotapache,True,False,False,
tensorflow-hub,tensorflowhub,True,False,False,
pycares,pycards,True,False,False,
jupyterlab,jupyterlsp,True,False,False,
django-appconf,django-appcore,True,False,False,
django-appconf,djangoappconf,True,False,False,
oslo-i18n,osloi18n,True,False,False,
python-crfsuite,pythoncrfsuite,True,False,False,
azure-cli-nspkg,azureclinspkg,True,False,False,
html2text,ehtml2text,True,False,False,
html2text,rhtml2text,True,False,False,
azure-mgmt-logic,azuremgmtlogic,True,False,False,
json-merge-patch,jsonmergepatch,True,False,False,
azure-mgmt,azuremgmt,True,False,False,
altair,alnair,True,False,False,
starlette,charlette,True,False,False,
dogpile-cache,dogpilecache,True,False,False,
certbot-nginx,certbotnginx,True,False,False,
qrcode,qcode,True,False,False,
qrcode,qrcodes,True,False,False,
qrcode,qucode,True,False,False,
tables,tablets,True,False,False,
tables,htables,True,False,False,
tables,tablet,True,False,False,
tables,table,True,False,False,
aspy-yaml,aspyyaml,True,False,False,
toposort,posort,True,False,False,
unittest-xml-reporting,unittestxmlreporting,True,False,False,
azure-mgmt-scheduler,azuremgmtscheduler,True,False,False,
drf-yasg,drfyasg,True,False,False,
ciso8601,pyso8601,True,False,False,
ciso8601,iso-8601,True,False,False,
azure-cli-telemetry,azureclitelemetry,True,False,False,
flask-bcrypt,flaskbcrypt,True,False,False,
falcon,falcone,True,False,False,
falcon,halcon,True,False,False,
flake8-polyfill,flake8polyfill,True,False,False,
azure-eventgrid,azureeventgrid,True,False,False,
graphql-relay,graphqlrelay,True,False,False,
graphene,graphunc,True,False,False,
graphene,graphyne,True,False,False,
graphene,graphenize,True,False,False,
graphene,graphkke,True,False,False,
graphene,graphite,True,False,False,
graphene,grapheno,True,False,False,
bitstring,simstring,True,False,False,
bitstring,isstring,True,False,False,
bitstring,idstring,True,False,False,
webtest,web_test,True,False,False,
suds-jurko,sudsjurko,True,False,False,
jaraco-functools,jaracofunctools,True,False,False,
parse-type,parsetype,True,False,False,
json5,jsonf,True,False,False,
json5,jsone,True,False,False,
json5,jsonl,True,False,False,
json5,jsonm,True,False,False,
pylint-plugin-utils,pylintpluginutils,True,False,False,
tokenizers,tokenizert,True,False,False,
sshtunnel,wstunnel,True,False,False,
oslo-config,osloconfig,True,False,False,
python-memcached,python3memcached,True,False,False,
python-memcached,pythonmemcached,True,False,False,
python-memcached,python3-memcached,True,False,False,
intervaltree,interval_tree,True,False,False,
intervaltree,pyintervaltree,True,False,False,
atlassian-jwt-auth,atlassianjwtauth,True,False,False,
python-box,python-aop,True,False,False,
python-box,pythonbox,True,False,False,
python-box,python-eos,True,False,False,
python-box,python-bps,True,False,False,
python-box,python-rex,True,False,False,
python-box,python-oop,True,False,False,
python-box,python-moo,True,False,False,
python-box,python-yo,True,False,False,
python-box,python-wax,True,False,False,
python-box,python-bond,True,False,False,
python-box,python-exx,True,False,False,
clickhouse-cityhash,clickhousecityhash,True,False,False,
tensorflow-datasets,tensorflowdatasets,True,False,False,
transformers,transforms,True,False,False,
pygam,pyjam,True,False,False,
pygam,pytam,True,False,False,
pygam,pyam,True,False,False,
pygam,pygac,True,False,False,
pygam,pygfm,True,False,False,
pygam,pygvm,True,False,False,
pygam,pynam,True,False,False,
pygam,pygram,True,False,False,
pygam,pyram,True,False,False,
flaky,floky,True,False,False,
flaky,flasky,True,False,False,
altgraph,autograph,True,False,False,
altgraph,lgraph,True,False,False,
altgraph,actigraph,True,False,False,
altgraph,agraph,True,False,False,
altgraph,netgraph,True,False,False,
jupyterlab-server,jupyterlabserver,True,False,False,
azureml-dataprep,azuremldataprep,True,False,False,
w3lib,wblib,True,False,False,
oslo-serialization,osloserialization,True,False,False,
oslo-utils,oplogutils,True,False,False,
oslo-utils,osloutils,True,False,False,
oslo-utils,odoo-utils,True,False,False,
oslo-utils,ilo-utils,True,False,False,
pytest-instafail,pytestinstafail,True,False,False,
azure-eventhub,azureeventhub,True,False,False,
tinycss2,tinycms,True,False,False,
python-snappy,pythonsnappy,True,False,False,
python-snappy,python-snpp,True,False,False,
mathematics-dataset,mathematicsdataset,True,False,False,
django-rest-framework,django-restframework,True,False,False,
pyinstaller,pyinstall,True,False,False,
fusepy,musepy,True,False,False,
cfn-flip,cfnflip,True,False,False,
azure-mgmt-subscription,azuremgmtsubscription,True,False,False,
dpath,edpath,True,False,False,
dpath,dpauth,True,False,False,
dpath,cpath,True,False,False,
dpath,gpath,True,False,False,
azure-mgmt-notificationhubs,azuremgmtnotificationhubs,True,False,False,
functions-framework,functionsframework,True,False,False,
opencensus-context,opencensuscontext,True,False,False,
azure-mgmt-managementpartner,azuremgmtmanagementpartner,True,False,False,
immutables,immutable,True,False,False,
immutables,immutablepy,True,False,False,
google-cloud-dlp,googleclouddlp,True,False,False,
azure-cli,azurecli,True,False,False,
qds-sdk,qdssdk,True,False,False,
pylint-django,pylintdjango,True,False,False,
azureml-dataprep-native,azuremldataprepnative,True,False,False,
s2sphere,isphere,True,False,False,
colorlover,colorlogger,True,False,False,
sqlalchemy-jsonfield,sqlalchemyjsonfield,True,False,False,
pep8-naming,pep8naming,True,False,False,
tfx,tex,True,False,False,
tfx,ffx,True,False,False,
tfx,yfx,True,False,False,
tfx,tff,True,False,False,
tfx,rfx,True,False,False,
tfx,tfd,True,False,False,
tfx,tf,True,False,False,
tfx,ofx,True,False,False,
tfx,ufx,True,False,False,
tfx,tfs,True,False,False,
tfx,tx,True,False,False,
tfx,tfo,True,False,False,
tfx,tlx,True,False,False,
python-ldap,python-ddp,True,False,False,
python-ldap,python-imap,True,False,False,
python-ldap,pythonldap,True,False,False,
python-ldap,python3ldap,True,False,False,
azure-mgmt-commerce,azuremgmtcommerce,True,False,False,
azure-mgmt-powerbiembedded,azuremgmtpowerbiembedded,True,False,False,
azure-mgmt-hanaonazure,azuremgmthanaonazure,True,False,False,
azure-mgmt-machinelearningcompute,azuremgmtmachinelearningcompute,True,False,False,
keystoneauth1,keystoneauth,True,False,False,
django-model-utils,djangomodelutils,True,False,False,
django-model-utils,django-model-urls,True,False,False,
cloudant,cloudapp,True,False,False,
cloudant,cloudantdb,True,False,False,
cloudant,cloudbot,True,False,False,
cloudant,cloudcast,True,False,False,
cloudant,cloudsns,True,False,False,
cloudant,cloudage,True,False,False,
cloudant,clouduct,True,False,False,
paho-mqtt,pahomqtt,True,False,False,
multipledispatch,multipledispatch2,True,False,False,
oyaml,eyaml,True,False,False,
oyaml,byaml,True,False,False,
oyaml,xyaml,True,False,False,
flask-script,flaskscript,True,False,False,
flask-script,flask-stripe,True,False,False,
presto-python-client,prestopythonclient,True,False,False,
coveralls,overalls,True,False,False,
azure-mgmt-core,azuremgmtcore,True,False,False,
django-timezone-field,djangotimezonefield,True,False,False,
mozversion,no-version,True,False,False,
mozversion,miqversion,True,False,False,
mozversion,mf-version,True,False,False,
googlemaps,googlemymaps,True,False,False,
python-gitlab,pythongitlab,True,False,False,
python-gitlab,python-github,True,False,False,
pdfminer-six,pdfminersix,True,False,False,
testtools,disttools,True,False,False,
testtools,tstools,True,False,False,
testtools,texttools,True,False,False,
testtools,ted-tools,True,False,False,
testtools,textools,True,False,False,
testtools,asttools,True,False,False,
testtools,estools,True,False,False,
testtools,test-tools,True,False,False,
scramp,mcramp,True,False,False,
scramp,scram,True,False,False,
python2-secrets,python2secrets,True,False,False,
python2-secrets,pythonsecrets,True,False,False,
couchdb,ouchdb,True,False,False,
azure-mgmt-hdinsight,azuremgmthdinsight,True,False,False,
django-crispy-forms,djangocrispyforms,True,False,False,
extras,extrac,True,False,False,
glob2,globe,True,False,False,
flask-compress,flaskcompress,True,False,False,
flask-compress,flask-compressed,True,False,False,
flask-compress,flask-compressor,True,False,False,
httpx,httpsx,True,False,False,
httpx,http,True,True,False,
usaddress,address,True,False,False,
usaddress,jmaddress,True,False,False,
django-environ,djangoenviron,True,False,False,
pyathena,heyathena,True,False,False,
pmdarima,pydaruma,True,False,False,
imageio-ffmpeg,imageioffmpeg,True,False,False,
schema,schemas,True,False,False,
schema,jschema,True,False,False,
update-checker,updatechecker,True,False,False,
validate-email,validateemail,True,False,False,
pyqt5,pyqtx,True,False,False,
statistics,tstatistics,True,False,False,
statistics,pystatistics,True,False,False,
accumulation-tree,accumulationtree,True,False,False,
tdigest,digest,True,False,False,
pulp,pump,True,False,False,
pulp,pgulp,True,False,False,
pulp,pplp,True,False,False,
pulp,gulp,True,False,False,
contextvars,context-var,True,False,False,
databricks-pypi1,databricks-pypi,True,False,False,
databricks-pypi1,databrickspypi2,True,False,False,
databricks-pypi1,databricks-pypi-1,True,False,False,
databricks-pypi1,databrickspypi1,True,False,False,
databricks-pypi1,databricks-pypi-2,True,False,False,
databricks-pypi1,databricks-pypi2,True,False,False,
databricks-pypi1,databrickspypi,True,False,False,
tfrecord-lite,tfrecordlite,True,False,False,
opencv-contrib-python,opencvcontribpython,True,False,False,
fixtures,fixtures2,True,False,False,
fixtures,mixtures,True,False,False,
pybind11,pybindx,True,False,False,
pybind11,pybind,True,False,False,
pybind11,pybinder,True,False,False,
zc-lockfile,zclockfile,True,False,False,
azure-mgmt-netapp,azuremgmtnetapp,True,False,False,
azure-multiapi-storage,azuremultiapistorage,True,False,False,
whichcraft,witchcraft,True,False,False,
cassandra-driver,cassandradriver,True,False,False,
ruamel-ordereddict,ruamelordereddict,True,False,False,
openapi-spec-validator,openapispecvalidator,True,False,False,
mysql-python,mysqlpython,True,False,False,
os-service-types,osservicetypes,True,False,False,
azureml-telemetry,azuremltelemetry,True,False,False,
azureml-telemetry,azureclitelemetry,True,False,False,
pygame,mygame,True,False,False,
pygame,pygam,True,False,False,
pygame,pyogame,True,False,False,
pygame,pygate,True,False,False,
azure-mgmt-devspaces,azuremgmtdevspaces,True,False,False,
cherrypy,cherrys,True,False,False,
eli5,elih,True,False,False,
eli5,elib,True,False,False,
yq,aq,True,False,False,
yq,sq,True,False,False,
yq,xyq,True,False,False,
yq,lq,True,False,False,
yq,yg,True,False,False,
yq,qq,True,False,False,
yq,dq,True,False,False,
yq,yqt,True,False,False,
yq,gq,True,False,False,
yq,eq,True,False,False,
yq,yr,True,False,False,
yq,q,True,False,False,
yq,cq,True,False,False,
yq,nq,True,False,False,
django-celery-beat,djangocelerybeat,True,False,False,
azure-applicationinsights,azureapplicationinsights,True,False,False,
dparse,mdparse,True,False,False,
dparse,rparse,True,False,False,
dparse,dtparse,True,False,False,
dparse,oparse,True,False,False,
dparse,ndparse,True,False,False,
dparse,vparse,True,False,False,
dparse,dparser,True,False,False,
flake8-docstrings,flake8docstrings,True,False,False,
tempora,tempura,True,False,False,
py-cpuinfo,pycpuinfo,True,False,False,
safety,safet,True,False,False,
soundfile,sndfile,True,False,False,
diff-match-patch,diffmatchpatch,True,False,False,
tweepy,treepy,True,False,False,
tweepy,tweeply,True,False,False,
tweepy,sweepy,True,False,False,
tweepy,tweepi,True,False,False,
cvxopt,cvopt,True,False,False,
pyinotify,rpinotify,True,False,False,
pyinotify,pyplotify,True,False,False,
pyinotify,myonotify,True,False,False,
flask-restplus,flaskrestplus,True,False,False,
aioredis,autoredis,True,False,False,
aioredis,toredis,True,False,False,
aioredis,disredis,True,False,False,
aioredis,waitredis,True,False,False,
aioredis,yatoredis,True,False,False,
